Name,Rating,Amount of Ratings,Short Description,Details,Ingredients,Directions,Author,Nutrition facts
Chicken Milanese,4.7,(80),"I made this chicken Milanese after I couldn't find a recipe that would work with pasta. It's crispy, quick to make, and delicious!","

Prep Time:
15 mins


Cook Time:
15 mins


Total Time:
30 mins


Servings:
4 

","

2 large eggs


  kosher salt and ground black pepper to taste


¾ cup all-purpose flour


1 cup Italian seasoned bread crumbs


2  skinless, boneless chicken breast halves, thinly sliced


¼ cup vegetable oil for frying


1  lemon, cut into wedges

","

 Preheat the oven to 200 degrees F (95 degrees C).




 Beat eggs with salt and pepper in a shallow dish. Spread flour in another dish and bread crumbs in a third dish.




 Working with one piece at a time, gently press chicken into flour to coat and shake off any excess. Dip into beaten eggs, then press into bread crumbs. Gently toss between your hands so excess bread crumbs can fall away. Place breaded chicken onto a plate while breading the rest; do not stack.




 Heat vegetable oil in a large skillet over medium heat. Pan-fry chicken in batches of 2 or 3 pieces until golden brown and no longer pink in the center, 2 to 4 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Transfer cooked chicken to a baking sheet and keep warm in the preheated oven while cooking remaining chicken.




 Serve with lemon wedges.



","
Submitted by
Sherbear1
","
Nutrition Facts (per serving)



322
Calories


8g 
Fat


39g 
Carbs


23g 
Protein



"
Baked Chicken Wings,4.7,(917),"These baked chicken wings are easy, crispy, and delicious! I normally serve them with a side of rice, chicken gravy, and a vegetable or salad.","

Prep Time:
15 mins


Cook Time:
30 mins


Total Time:
45 mins


Servings:
2 


Yield:
10 wings

","

3 tablespoons olive oil


3 cloves garlic, pressed


2 teaspoons chili powder


1 teaspoon garlic powder


  salt and ground black pepper to taste


10  chicken wings

","

 Gather the ingredients. Preheat the oven to 375 degrees F (190 degrees C).

 





 
 ALLRECIPES / DEBBIE WOLFE




 Combine olive oil, garlic, chili powder, garlic powder, salt, and pepper in a large, resealable bag; seal and shake to combine. Add chicken wings; reseal and shake to coat. Arrange chicken wings on a baking sheet.

 





 
 ALLRECIPES / DEBBIE WOLFE




 Cook chicken wings in the preheated oven until crisp and cooked through, about 30 to 45 minutes.

 





 
 ALLRECIPES / DEBBIE WOLFE




 Serve hot and enjoy!

 





 
 ALLRECIPES / DEBBIE WOLFE



","
Submitted by
Kristin C
","
Nutrition Facts (per serving)



532
Calories


43g 
Fat


4g 
Carbs


32g 
Protein



"
The Best Chicken Fried Steak,4.5,"(1,515)","This chicken fried steak recipe is one I received from a co-worker about 5 years ago. A Southern favorite, these crispy, breaded, tenderized cube steaks drenched in creamy gravy can be served for breakfast or dinner. It's by far the best chicken fried steak I've ever had. I've made this numerous times for my picky son and my Southern-raised better half, as well as for other family and friends and each time, I get nothing but rave reviews.","

Prep Time:
20 mins


Cook Time:
20 mins


Total Time:
40 mins


Servings:
4 

","

4 (½ pound) beef cube steaks


2 ¼ cups all-purpose flour, divided


2 teaspoons baking powder


1 teaspoon baking soda


1 teaspoon black pepper


¾ teaspoon salt


1 ½ cups buttermilk


1 tablespoon hot pepper sauce (e.g. Tabasco™)


1 large egg


2 cloves garlic, minced


3 cups vegetable shortening for frying


4 cups milk


  kosher salt and ground black pepper to taste

","

 Place steaks between 2 layers of plastic and pound to a thickness of 1/4 inch.

 





 
 Dotdash Meredith Food Studios




 Place 2 cups flour in a shallow bowl.




 Stir together baking powder, baking soda 1 teaspoon pepper, and 3/4 teaspoon salt in second shallow bowl. Add buttermilk, Tabasco sauce, egg, and garlic; stir to combine.

 





 
 Dotdash Meredith Food Studios

 





 
 Dotdash Meredith Food Studios




 Heat shortening in a deep cast-iron skillet to 325 degrees F (165 degrees C). Place a wire rack over a sheet of parchment paper.




 While the shortening is heating, dredge a steak in flour to coat; shake off excess. Dip into buttermilk batter; lift up so excess batter drips back into the bowl. Press in flour again to coat both sides completely. Place breaded steak on the wire rack and repeat to bread remaining steaks.

 





 
 Dotdash Meredith Food Studios




 Fry steaks, in batches if necessary, until evenly golden brown, 3 to 5 minutes per side. Remove steaks to a paper towel-lined plate to drain. Cover with foil to keep warm while you make the gravy.

 





 
 Dotdash Meredith Food Studios




 Drain fat from the skillet, reserving 1/4 cup of the liquid and as much of the solid remnants as possible.




 Return the skillet to medium-low heat; add the reserved oil. Whisk the remaining 1/4 cup flour into the oil. Scrape the bottom of the pan with a spatula to release solids into the gravy.

 





 
 Dotdash Meredith Food Studios




 Stir in milk, increase the heat to medium, and bring the gravy to a simmer. Cook, stirring often, until thick, 6 to 7 minutes. Season with kosher salt and pepper.

 





 
 Dotdash Meredith Food Studios




 Transfer steaks to a platter and pour gravy over top.

 





 
 DOTDASH MEREDITH FOOD STUDIOS 



","
Submitted by
norah
","
Nutrition Facts (per serving)



832
Calories


29g 
Fat


71g 
Carbs


68g 
Protein



"
Chicken Marbella,4.7,(228),"Chicken Marbella is a classic chicken recipe that's easy to make by marinating chicken pieces overnight with sweet prunes, olives, garlic, and red wine vinegar. Baste the chicken with the pan juices as it bakes for amazing flavor. It's a perfect party dish, and keeps and reheats well.","

Prep Time:
15 mins


Cook Time:
 1 hr


Additional Time:
 8 hrs


Total Time:
 9 hrs 15 mins


Servings:
6 

","

⅓ cup pitted prunes, halved


8  small green olives


2 tablespoons capers, with liquid


2 tablespoons olive oil


2 tablespoons red wine vinegar


1 tablespoon minced garlic (about 3 cloves)


1 tablespoon dried oregano


2  bay leaves


  salt and pepper to taste


1 (3 pound) whole chicken, skin removed and cut into pieces


¼ cup packed brown sugar


¼ cup dry white wine


1 tablespoon chopped fresh parsley, for garnish

","

 Combine prunes, olives, capers, olive oil, vinegar, garlic, oregano, bay leaves, salt, and pepper in a medium bowl; mix well. Spread mixture in the bottom of a 10x15-inch baking dish. Add chicken pieces, stir and turn to coat. Cover and refrigerate overnight.




 Preheat the oven to 350 degrees F (175 degrees C). Sprinkle brown sugar on top of marinated chicken and pour white wine all around chicken.




 Bake in the preheated oven for 1 hour, spooning juices over chicken several times as it is baking. Serve on a platter, pouring juices over the top, and garnish with fresh parsley.



","
Submitted by
Teresa
","
Nutrition Facts (per serving)



654
Calories


36g 
Fat


15g 
Carbs


62g 
Protein



"
Mamaw's Chicken and Rice Casserole,4.6,"(1,580)","I grew up with this chicken and rice casserole recipe. My Grandmother got it from a lady from church at a pot luck a long time ago! She passed it down to my mom and it's always been a family favorite. Quick and easy for school nights, and the leftovers are just as good! You can use less butter on top of course, my Momma and Mamaw always put the full stick on top (gotta love Southern ladies and their butter!)","

Prep Time:
10 mins


Cook Time:
 1 hr


Additional Time:
10 mins


Total Time:
 1 hr 20 mins


Servings:
6 


Yield:
1 (9x13-inch) casserole

","

3  chicken breasts, cut into cubes


2 cups water


2 cups instant white rice


1 (10.5 ounce) can  cream of chicken soup


1 (10.5 ounce) can  cream of celery soup


1 (10.5 ounce) can  cream of mushroom soup


  salt and ground black pepper to taste


½ cup butter, sliced into pats

","

 Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C). Grease sides and bottom of a casserole dish.

 





 
 Dotdash Meredith Food Studios




 Stir chicken, water, rice, cream of chicken soup, cream of celery soup, and cream of mushroom soup together in the prepared casserole dish; season with salt and pepper.

 





 
 Dotdash Meredith Food Studios




 Arrange butter evenly over the top of the chicken mixture.

 





 
 Dotdash Meredith Food Studios




 Bake in the preheated oven until the rice is tender and the chicken is cooked through, 1 hour to 75 minutes.

 





 
 Dotdash Meredith Food Studios




 Cool 10 to 15 minutes before serving. Enjoy!

 





 
 Melissa Goff



","
Submitted by
katiefbenham
","
Nutrition Facts (per serving)



411
Calories


24g 
Fat


24g 
Carbs


24g 
Protein



"
Chef John's Chicken Tikka Masala,4.8,(593),"Chicken tikka masala is usually made with heavy cream, but I like to use coconut milk instead; its subtle sweetness works beautifully with the spices in the dish. Serve with steamed rice.","

Prep Time:
25 mins


Cook Time:
45 mins


Total Time:
 1 hr 10 mins


Servings:
4 

","

1 ½ pounds skinless, boneless chicken thighs


1 tablespoon vegetable oil


2 teaspoons kosher salt


2 teaspoons garam masala


2 teaspoons ground cumin


1 teaspoon ground coriander


1 teaspoon smoked paprika


1 teaspoon ground turmeric


½ teaspoon ground black pepper


¼ teaspoon cayenne pepper


⅛ teaspoon ground cardamom


2 tablespoons clarified butter (ghee), or more as needed

","

 Gather all ingredients. Place chicken in a bowl. Drizzle vegetable oil over chicken; toss to coat.

 





 
 Dotdash Meredith Food Studios




 Whisk together salt, garam masala, cumin, coriander, paprika, turmeric, black pepper, cayenne pepper, and cardamom in a small bowl. Sprinkle over chicken and turn to coat evenly.




 Melt clarified butter in a large, heavy skillet over high heat. Cook chicken thighs in hot butter until browned on all sides, 5 to 10 minutes. Transfer chicken to a plate. When cool enough to handle, cut chicken into bite-sized pieces.

 





 
 Dotdash Meredith Food Studios




 Make sauce: Place the skillet with chicken drippings over medium-high heat. Stir onion into the skillet; sauté until onion softens and turns translucent, 5 to 6 minutes. Stir in tomato paste and cook until paste caramelizes, about 5 minutes. Stir garlic and ginger into tomato-onion mixture; cook until fragrant, about 1 minute.

 





 
 Dotdash Meredith Food Studios




 Pour crushed tomatoes into the skillet. Bring to a boil while scraping the browned bits of food off of the bottom of the skillet with a wooden spoon. Pour in coconut milk and chicken broth; bring to a simmer, reduce heat to medium-low, and cook, stirring occasionally, until flavors blend and sauce is slightly reduced, about 15 minutes.

 





 
 Dotdash Meredith Food Studios




 Stir chicken and any accumulated juices into sauce. Add cilantro and red pepper flakes; bring to a simmer, reduce heat to medium-low, and cook until chicken is cooked through and tender, 10 to 15 minutes. Season with salt and black pepper.

 





 
 Dotdash Meredith Food Studios



","
By
 John Mitzewich
 






 

John Mitzewich




 


 

 
John Mitzewich — aka Chef John — has produced more than 1,500 cooking videos for Allrecipes. He's the actor, director, and screenwriter whose hands and voice confidently walk you through techniques.



Allrecipes' editorial guidelines


","
Nutrition Facts (per serving)



625
Calories


48g 
Fat


19g 
Carbs


34g 
Protein



"
Aloha Chicken Burgers,4.6,(115),These tasty Hawaiian chicken burgers are like a luau on a bun!,"

Prep Time:
20 mins


Cook Time:
25 mins


Additional Time:
30 mins


Total Time:
 1 hr 15 mins


Servings:
2 


Yield:
2 sandwiches

","

2  skinless, boneless chicken breast halves


¼ cup soy sauce


3 slices thick cut bacon


2  large hamburger buns, split


1 tablespoon softened butter


¼ cup teriyaki sauce


2 slices Swiss cheese


2 tablespoons mayonnaise


2 slices pineapple


2 slices tomato


2  slices of iceberg lettuce

","

 Place chicken breasts into a plastic zipper bag with soy sauce, seal the bag, and marinate in refrigerator for 30 minutes. While chicken is marinating, place bacon in a large, deep skillet, and cook over medium-high heat, occasionally turning until evenly browned, about 10 minutes. Drain bacon slices on a paper towel-lined plate, and set aside. Spread cut sides of hamburger buns with butter.




 Preheat an outdoor grill for medium heat and lightly oil the grate.




 Remove chicken from soy sauce, and discard excess soy sauce. Place chicken breasts onto the preheated grill, and grill until chicken shows good grill marks, is no longer pink inside, and juices run clear, 4 to 5 minutes per side. When chicken is almost done, brush each piece generously on both sides with teriyaki sauce to finish grilling. Place a slice of Swiss cheese on each chicken breast, and cover with a lid to help cheese melt onto chicken.




 While chicken is grilling, spread buns open on the grill and cook until toasted and showing grill lines, about 2 minutes. Set buns aside.




 To assemble, spread grilled sides of each bun with mayonnaise, and top each bottom bun with a cooked chicken breast, 1 1/2 slices of bacon, a slice of pineapple, a slice from a head of lettuce, a slice of tomato, and top bun.

 





 



","
Submitted by
Chris McDaniel
","
Nutrition Facts (per serving)



668
Calories


35g 
Fat


41g 
Carbs


46g 
Protein



"
Weeknight Chicken Cordon Bleu,4.6,(229),This is a tasty and quick chicken cordon bleu recipe that is great for a weeknight when you want something yummy and don't have the time. Great over noodles.,"

Prep Time:
15 mins


Cook Time:
25 mins


Total Time:
40 mins


Servings:
6 

","

1 cup milk


1 cup dry bread crumbs


6 skinless, boneless chicken breast halves, pounded to 1/4-inch thickness


salt and pepper, to taste


6 slices cooked ham


6 slices Swiss cheese


2 tablespoons vegetable oil


1 (10 1/2 ounce) can condensed cream of chicken soup


½ cup heavy cream

","

 Preheat oven to 350 degrees F (175 degrees C).




 Place milk and bread crumbs in two separate shallow bowls. Season chicken with salt and pepper. Place one slice of ham and one slice of cheese on each piece of chicken; roll, and secure with toothpicks. Dip each chicken roll into milk, and then into breadcrumbs.




 Heat oil in a large skillet over medium-high heat. Brown rolled chicken on all sides. Arrange the chicken in a 9x13-inch baking dish.




 In a small saucepan over medium heat, blend soup and cream; season with salt and pepper to taste. Pour over the chicken.




 Bake in the preheated oven for 15 minutes, or until chicken is no longer pink and juices run clear.



","
Submitted by
Elaina
","
Nutrition Facts (per serving)



538
Calories


29g 
Fat


20g 
Carbs


46g 
Protein



"
Chicken Tinola,4.6,(98),"Tinola is an easy, one-pot soup from the Philippines. Chicken, chayote squash (or papaya!), bok choy, and spinach are simmered with fresh ginger in a savory broth that's often served with white rice.","

Prep Time:
30 mins


Cook Time:
20 mins


Total Time:
50 mins


Servings:
4 

","

1 tablespoon cooking oil


1 medium onion, chopped


2 cloves garlic, minced


1 (1 1/2 inch) piece fresh ginger, peeled and thinly sliced


1 tablespoon fish sauce


3 pounds chicken legs and thighs, rinsed and patted dry


2 (14 ounce) cans chicken broth


1  chayote squash, peeled and cut into bite-sized pieces


  salt and ground black pepper to taste


1 head bok choy, chopped


1 (8 ounce) package fresh spinach, chopped

","

 Gather all ingredients.

 





 
 Dotdash Meredith Food Studios




 Heat oil in a large pot over medium heat. Add onion and garlic; cook and stir until fragrant, about 2 minutes.

 





 
 Dotdash Meredith Food Studios




 Add ginger and fish sauce; cook and stir for 1 to 2 minutes. Stir in chicken and cook for 5 minutes.

 





 
 Dotdash Meredith Food Studios




 Pour in chicken broth and cook for 5 minutes. Add squash and simmer until chicken is no longer pink in the center, about 10 minutes. Season with salt and pepper.

 





 
 Dotdash Meredith Food Studios




 Add bok choy and spinach; cook until spinach is just wilted, 1 to 2 minutes. Serve hot.

 





 
 Dotdash Meredith Food Studios



","
Submitted by
lola
","
Nutrition Facts (per serving)



532
Calories


23g 
Fat


14g 
Carbs


66g 
Protein



"
White Cheese Chicken Lasagna,4.4,"(2,522)",Chicken lasagna with spinach and a creamy white cheese sauce. Great for any kind of potluck. My kids love it!,"

Prep Time:
25 mins


Cook Time:
50 mins


Total Time:
 1 hr 15 mins


Servings:
12 


Yield:
1 9x13-inch lasagna

","

9  lasagna noodles


½ cup butter


1  onion, chopped


1 clove garlic, minced


½ cup all-purpose flour


2 cups chicken broth


1 ½ cups milk


1 teaspoon salt


4 cups shredded mozzarella cheese, divided


1 cup grated Parmesan cheese, divided


1 teaspoon dried basil


1 teaspoon dried oregano


½ teaspoon ground black pepper


2 cups ricotta cheese


2 cups cubed, cooked chicken meat


2 (10 ounce) packages frozen chopped spinach, thawed and drained


1 tablespoon chopped fresh parsley

","

 Gather all ingredients and preheat the oven to 350 degrees F (175 degrees C).

 





 
 Dotdash Meredith Food Studios




 Bring a large pot of lightly salted water to a boil. Add lasagna noodles and cook for 8 to 10 minutes or until al dente; drain and rinse with cold water.

 





 
 Dotdash Meredith Food Studios




 Meanwhile, melt butter in a large saucepan over medium heat; stir in onion and garlic. Whisk in flour until lightly browned and onion is tender, about 2 minutes. Add chicken broth, milk, and salt; cook, whisking continuously, for 1 minute.

 





 
 Dotdash Meredith Food Studios




 Stir in 2 cups mozzarella and 1/4 cup Parmesan until well combined. Season with basil, oregano, and black pepper; remove from heat and set aside.

 





 
 Dotdash Meredith Food Studios




 Spread 1/3 of the sauce mixture in the bottom of a 9x13-inch baking dish.

 





 
 Dotdash Meredith Food Studios




 Layer with 3 lasagna noodles, ricotta, and chicken.

 





 
 Dotdash Meredith Food Studios




 Arrange 3 lasagna noodles over the chicken and layer with 1/3 of the sauce mixture, spinach, remaining 2 cups mozzarella, and 1/2 cup Parmesan.

 





 
 Dotdash Meredith Food Studios




 Arrange remaining noodles over cheese and spread remaining sauce evenly over noodles. Sprinkle with parsley and remaining 1/4 cup Parmesan.

 





 
 Dotdash Meredith Food Studios




 Bake in the preheated oven for 35 to 40 minutes.

 





 
 Dotdash Meredith Food Studios




 Serve and enjoy!

 





 
 Dotdash Meredith Food Studios



","
Submitted by
Lisa Humpf
","
Nutrition Facts (per serving)



369
Calories


21g 
Fat


23g 
Carbs


24g 
Protein



"
Chicken Soup with Chicken Thighs,4.7,(45),"Delicious chicken soup with chicken thighs, tortellini, and spinach. Top with Parmesan cheese.","

Prep Time:
15 mins


Cook Time:
 1 hr 30 mins


Total Time:
 1 hr 45 mins


Servings:
8 

","

2 quarts water


5  chicken thighs


6  carrots, chopped


3 stalks celery, chopped


1 large onion, chopped


½  green bell pepper, chopped


4 cubes  chicken bouillon, crumbled


3 cloves garlic, minced


1 (10 ounce) package frozen chopped spinach


4 ounces thin egg noodles


8 ounces meat tortellini


  salt and pepper to taste

","

 Fill a large pot with water and place chicken thighs in the pot. Bring to a boil, then reduce heat and simmer until meat falls from the bone, about 45 minutes. Remove chicken, cut up meat, and return meat to the pot.




 Stir carrots, celery, onion, bell pepper, chicken bouillon, and garlic into the pot; simmer until vegetables are tender, 10 to 15 minutes.




 Stir in frozen spinach and cook until tender, 5 to 10 minutes.




 Meanwhile, bring a large pot of water to a boil. Cook egg noodles in water until al dente, 8 to 10 minutes. Drain and set aside.




 Stir tortellini into soup and cook until tender, 10 to 15 minutes. Stir in cooked egg noodles, salt, and pepper. Heat through and serve.



","
Submitted by
Roz
","
Nutrition Facts (per serving)



225
Calories


7g 
Fat


23g 
Carbs


18g 
Protein



"
Chicken Stir-Fry,4.5,"(1,459)","This chicken stir-fry recipe is packed with veggies and is quick and easy to prepare. Try adding bean sprouts, bamboo shoots, snap peas, or any of your favorite vegetables. Serve it with white or brown rice, or noodles.","

Prep Time:
20 mins


Cook Time:
20 mins


Total Time:
40 mins


Servings:
6 

","

4 cups water


2 cups white rice


⅔ cup soy sauce


¼ cup brown sugar


1 tablespoon cornstarch


1 tablespoon minced fresh ginger


1 tablespoon minced garlic


¼ teaspoon red pepper flakes


3  skinless, boneless chicken breast halves, thinly sliced


2 tablespoons sesame oil, divided


1 head broccoli, broken into florets


1  onion, cut into large chunks


1 cup sliced carrots


1 (8 ounce) can sliced water chestnuts, drained


1  green bell pepper, cut into matchsticks

","

 Bring water and rice to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until rice is tender, and liquid has been absorbed, 20 to 25 minutes.




 Meanwhile, combine soy sauce, brown sugar, and cornstarch in a medium glass or ceramic bowl; stir until smooth. Stir in ginger, garlic, and red pepper flakes; add chicken and stir to coat. Cover and marinate in the refrigerator for at least 15 minutes.




 Heat 1 tablespoon sesame oil in a wok or large skillet over medium-high heat. Add broccoli, onion, carrots, water chestnuts, and bell pepper; cook and stir until just tender, about 5 minutes. Transfer vegetables into a dish; set aside.




 Heat remaining 1 tablespoon sesame oil in the same wok or skillet over medium-high heat. Add chicken, reserving marinade, and cook until just browned, about 2 minutes per side; stir in vegetables and reserved marinade. Bring to a boil; cook and stir until chicken is no longer pink in the center and vegetables are tender, 5 to 7 minutes. Serve over rice.

 





 
 Rita



","
Submitted by
Katie Sechrist
","
Nutrition Facts (per serving)



700
Calories


12g 
Fat


77g 
Carbs


68g 
Protein



"
Keto Smothered Chicken Thighs,4.8,(156),"This keto chicken thigh recipe is sure to become a favorite. Crispy pan-fried, bone-in chicken thighs are topped with bacon, mushrooms, green onions, and a creamy sauce.","

Prep Time:
10 mins


Cook Time:
50 mins


Total Time:
 1 hr


Servings:
4 

","

4 (8 ounce) skin-on, bone-in chicken thighs


1 teaspoon paprika


  salt and pepper to taste


4 slices bacon, cut into 1/2 inch pieces


⅓ cup low-sodium chicken broth


4 ounces sliced mushrooms


¼ cup heavy whipping cream


2  green onions, white and green parts separated and sliced

","

 Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C).

 





 
 Dotdash Meredith Food Studios




 Season chicken thighs on all sides with paprika, salt, and pepper.

 





 
 Dotdash Meredith Food Studios




 Cook bacon in a cast iron skillet or oven-safe pan over medium-high heat until browned, 4 to 5 minutes. Remove from skillet and drain on a paper towel-lined plate. Drain and discard excess grease from the skillet.

 





 
 Dotdash Meredith Food Studios




 Return the skillet to medium heat and cook chicken thighs, skin-side down, for 3 to 4 minutes. Flip chicken over and place the skillet in the preheated oven.

 





 
 Dotdash Meredith Food Studios




 Bake until chicken thighs are no longer pink at the bone and juices run clear, about 30 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C). Remove chicken to a plate and cover with foil to keep warm. Remove all but 2 tablespoons of drippings from the skillet.

 





 
 Dotdash Meredith Food Studios




 Return the skillet to the stove over medium-high heat. Pour in chicken broth while whisking up brown bits from the bottom of the skillet. Add mushrooms and cook until soft, about 3 to 4 minutes. Pour in heavy whipping cream and whisk together until lightly simmering, then reduce heat to medium-low. Season with salt and pepper, if necessary.

 





 
 Dotdash Meredith Food Studios




 Return chicken and any juices back into the skillet; top with bacon and green onions. Serve immediately, spooning sauce over chicken.

 





 
 Dotdash Meredith Food Studios



","
Submitted by
France C
","
Nutrition Facts (per serving)



466
Calories


32g 
Fat


2g 
Carbs


41g 
Protein



"
Chicken Francese,4.7,(205),This is my mom's chicken Francese recipe that I've been making for many years! I like to serve it at dinner parties or for a romantic dinner with my husband.,"

Prep Time:
25 mins


Cook Time:
30 mins


Additional Time:
30 mins


Total Time:
 1 hr 25 mins


Servings:
6 

","

4 large skinless, boneless chicken breast halves


1 cup milk, or as needed


1 cup bread crumbs


1 cup grated Pecorino Romano cheese


2 tablespoons freshly chopped parsley


1 cup olive oil


salt and ground black pepper to taste


1 medium lemon, thinly sliced

","

 To make the chicken: Remove tenderloin from each chicken breast half, then fillet each half into two slices. Pound all chicken, including tenderloins, to a thickness of 1/4 inch.




 Transfer chicken to a bowl and pour in enough milk to completely cover; soak for 30 minutes.




 Mix bread crumbs, Pecorino Romano, and parsley together in a bowl. Remove chicken from milk and dredge in bread crumb mixture until evenly coated.




 Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish.




 Heat olive oil in a large skillet over medium heat. Add chicken and cook until lightly browned, 2 to 3 minutes per side. Transfer to the prepared baking dish, season with salt and pepper, and place lemon slices over top.




 To make the sauce: Pour wine into the skillet with chicken drippings and bring to a boil while scraping the browned bits of food off the bottom of the pan with a wooden spoon. Add broth and lemon juice; boil until reduced by half, 5 to 10 minutes. Pour wine mixture over chicken, then drizzle orange liqueur over top.




 Bake in the preheated oven until sauce is bubbling and chicken is no longer pink in the center and the juices run clear, 20 to 25 minutes.

 





 



","
Submitted by
NANNYMM
","
Nutrition Facts (per serving)



634
Calories


44g 
Fat


22g 
Carbs


33g 
Protein



"
Bang Bang Chicken,4.7,(101),"This bang bang chicken is a wonderful Americanized version of an extremely popular Sichuan Chinese dish. With twice-fried chicken, you get the crispy fried breading you'd expect, and the bang bang sauce drizzle makes the entire dish spectacular. You'll love this more than any restaurant version. Pay attention to the notes in the directions.","

Prep Time:
15 mins


Cook Time:
10 mins


Additional Time:
15 mins


Total Time:
40 mins


Servings:
4 

","

⅓ cup milk


1 large egg


1 pound boneless, skinless chicken breasts, cut into 1-inch cubes 


¼ cup potato starch


¼ cup all-purpose flour


½ teaspoon salt


¼ teaspoon ground black pepper


¼ teaspoon shichimi togarashi (Japanese red pepper condiment)


2 cups oil for frying, or as needed


¼ cup mayonnaise


2 tablespoons honey


2 tablespoons sweet chili sauce


1 teaspoon gochujang (Korean hot pepper paste)

","

 Whisk together milk and egg in a large bowl until well combined. Add chicken; stir to coat and allow to marinate for 15 minutes. Drain and discard egg mixture.

 





 
 Dotdash Meredith Food Studios




 Combine potato starch, flour, salt, pepper, and shichimi in a medium bowl. Pour into a large plastic resealable bag. Add chicken; seal the bag and shake until chicken is well coated.

 





 
 Dotdash Meredith Food Studios




 Heat 2 inches oil in a deep saucepan over medium heat to 325 degrees F (165 degrees C). Working in batches of about 5 to 8 pieces at a time, cook chicken in hot oil for about 90 seconds. Remove to a paper towel-lined plate; keep each batch separate.

 





 
 Dotdash Meredith Food Studios




 Increase oil temperature to 350 degrees F (175 degrees C). The oil should be continuously boiling at this point. Carefully re-add the first batch of chicken and fry for another 90 seconds.

 





 
 Dotdash Meredith Food Studios




 Remove to another paper towel-lined plate. Repeat with remaining batches of chicken.

 





 
 Dotdash Meredith Food Studios




 Mix together mayonnaise, honey, sweet chili sauce, and gochujang in a large serving bowl until combined.

 





 
 Dotdash Meredith Food Studios




 Toss fried chicken with sauce to coat. Serve and enjoy!

 





 
 Dotdash Meredith Food Studios



","
Submitted by
Diana71
","
Nutrition Facts (per serving)



404
Calories


21g 
Fat


27g 
Carbs


27g 
Protein



"
Kung Pao Chicken,4.3,"(1,473)","This tasty kung pao chicken is similar to what is served in Chinese restaurants. It's easy to make, and you can be as creative with the measurements as you want. You can't go wrong! The sauce reduces until nice and thick.","

Prep Time:
30 mins


Cook Time:
30 mins


Additional Time:
30 mins


Total Time:
 1 hr 30 mins


Servings:
4 

","

2 tablespoons cornstarch, dissolved in 2 tablespoons water


2 tablespoons white wine, divided


2 tablespoons soy sauce, divided


2 tablespoons sesame oil, divided


1 pound skinless, boneless chicken breast halves - cut into chunks


1 ounce hot chili paste


2 teaspoons brown sugar


1 teaspoon distilled white vinegar


1 (8 ounce) can water chestnuts


4 ounces chopped peanuts


4  green onions, chopped


1 tablespoon chopped garlic

","

 Gather all ingredients.

 





 
 Dotdash Meredith Food Studios




 Combine water and cornstarch in a cup; set aside.

 





 
 Dotdash Meredith Food Studios




 Combine 1 tablespoon wine, 1 tablespoon soy sauce, 1 tablespoon sesame oil, and 1 tablespoon cornstarch/water mixture in a large glass bowl. Add chicken pieces and toss to coat. Cover the dish and refrigerate for about 30 minutes.

 





 
 Dotdash Meredith Food Studios




 Combine remaining 1 tablespoon wine, 1 tablespoon soy sauce, 1 tablespoon sesame oil, and remaining cornstarch/water mixture in a medium bowl. Whisk in chili paste, brown sugar, and vinegar. Add water chestnuts, peanuts, green onions, and garlic and toss to coat.

 





 
 Dotdash Meredith Food Studios




 Transfer water chestnut mixture to a medium skillet. Heat slowly over medium heat until aromatic.

 





 
 Dotdash Meredith Food Studios




 Meanwhile, transfer chicken from marinade into a large skillet; cook over medium-high heat, stirring, until chicken is cooked through and juices run clear.

 





 
 Dotdash Meredith Food Studios




 Combine water chestnut mixture and sautéed chicken together in one skillet. Adjust heat and simmer together until sauce thickens.

 





 
 Dotdash Meredith Food Studios



","
Submitted by
Arlena
","
Nutrition Facts (per serving)



437
Calories


23g 
Fat


25g 
Carbs


34g 
Protein



"
